"Year","EventType","Actor1","Actor2","Country","Region","Location","ConflictLat","ConflictLong","StationID","YrMoDy","MaxTemp","StationName","StationLong","StationLat","TempCat"
2003,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20030804,81.5,"NZEREKORE",-8.3,7.75,"C"
2003,"Battles","Gio and Mano Tribesmen (Pro-Taylor Militia)","LURD: Liberians for Reconciliation and Democracy","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20030804,81.5,"NZEREKORE",-8.3,7.75,"C"
2003,"Battles","MODEL: Movement for Democracy in Liberia","Gio and Mano Tribesmen (Pro-Taylor Militia)","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20030804,81.5,"NZEREKORE",-8.3,7.75,"C"
2003,"Battles","MODEL: Movement for Democracy in Liberia","Gio and Mano Tribesmen (Pro-Taylor Militia)","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20030804,81.5,"NZEREKORE",-8.3,7.75,"C"
2003,"Battles","LURD: Liberians for Reconciliation and Democracy","UNMIL: United Nations Mission in Liberia","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20030804,81.5,"NZEREKORE",-8.3,7.75,"C"
2003,"Battles","LURD: Liberians for Reconciliation and Democracy","UNMIL: United Nations Mission in Liberia","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20030804,81.5,"NZEREKORE",-8.3,7.75,"C"
2003,"Battles","Gio and Mano Tribesmen (Pro-Taylor Militia)","LURD: Liberians for Reconciliation and Democracy","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20030807,81.5,"NZEREKORE",-8.3,7.75,"C"
2003,"Battles","MODEL: Movement for Democracy in Liberia","Gio and Mano Tribesmen (Pro-Taylor Militia)","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20030807,81.5,"NZEREKORE",-8.3,7.75,"C"
2003,"Battles","Gio and Mano Tribesmen (Pro-Taylor Militia)","LURD: Liberians for Reconciliation and Democracy","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20030807,81.5,"NZEREKORE",-8.3,7.75,"C"
2003,"Battles","MODEL: Movement for Democracy in Liberia","Gio and Mano Tribesmen (Pro-Taylor Militia)","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20030807,81.5,"NZEREKORE",-8.3,7.75,"C"
2003,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20030807,81.5,"NZEREKORE",-8.3,7.75,"C"
2000,"Riots","Protesters","","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20000822,81.69,"NZEREKORE",-8.3,7.75,"C"
2000,"Violence against civilians","Government of Liberia (1999-2003)","Civilians (South Africa)","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20000822,81.69,"NZEREKORE",-8.3,7.75,"C"
2000,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Salaga",8.4,-9.72,618490,20000902,81.69,"NZEREKORE",-8.3,7.75,"C"
2000,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Salaga",8.4,-9.72,618490,20000902,81.69,"NZEREKORE",-8.3,7.75,"C"
2000,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20000902,81.69,"NZEREKORE",-8.3,7.75,"C"
2000,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20000902,81.69,"NZEREKORE",-8.3,7.75,"C"
2000,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20000902,81.69,"NZEREKORE",-8.3,7.75,"C"
2000,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20000902,81.69,"NZEREKORE",-8.3,7.75,"C"
2000,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20000902,81.69,"NZEREKORE",-8.3,7.75,"C"
2000,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Salaga",8.4,-9.72,618490,20000902,81.69,"NZEREKORE",-8.3,7.75,"C"
2000,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20000902,81.69,"NZEREKORE",-8.3,7.75,"C"
2000,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20000902,81.69,"NZEREKORE",-8.3,7.75,"C"
2000,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20000902,81.69,"NZEREKORE",-8.3,7.75,"C"
2000,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20000902,81.69,"NZEREKORE",-8.3,7.75,"C"
1999,"Battles","Military Forces of Liberia (1997-2003)","JFLL: Joint Forces for the Liberation of Liberia","Liberia","Grand Cape Mount","Benduma",7.19,-10.99,618490,19990810,82.4,"NZEREKORE",-8.3,7.75,"M"
1999,"Battles","JFLL: Joint Forces for the Liberation of Liberia","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,19990810,82.4,"NZEREKORE",-8.3,7.75,"M"
1999,"Battles","Military Forces of Liberia (1997-2003)","JFLL: Joint Forces for the Liberation of Liberia","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,19990810,82.4,"NZEREKORE",-8.3,7.75,"M"
2000,"Riots","Protesters (Guinea)","Police Forces of Guinea (1984-2008)","Guinea","Kindia","Boke",10.93,-14.3,618320,20000625,82.4,"CONAKRY/GBESSIA",-13.61,9.56,"C"
2000,"Battles","RUF: Revolutionary United Front of Sierra Leone","Military Forces of Guinea (1984-2008)","Guinea","Kindia","Medina Oula",9.88,-12.44,618180,20000902,82.4,"KINDIA",-12.86,10.05,"C"
2000,"Violence against civilians","Civilians (Guinea)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Kindia","Medina Oula",9.88,-12.44,618180,20000902,82.4,"KINDIA",-12.86,10.05,"C"
2000,"Violence against civilians","RUF: Revolutionary United Front of Sierra Leone","Civilians (Sierra Leone)","Guinea","Kindia","Pamalap",9.18,-12.97,618320,20000912,82.4,"CONAKRY/GBESSIA",-13.61,9.56,"C"
2000,"Battles","Military Forces of Guinea (1984-2008)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Kindia","Bramaia",10.47,-13.47,618320,20000916,82.4,"CONAKRY/GBESSIA",-13.61,9.56,"C"
2000,"Violence against civilians","RUF: Revolutionary United Front of Sierra Leone","Civilians (Sierra Leone)","Guinea","Kindia","Pamalap",9.18,-12.97,618320,20000916,82.4,"CONAKRY/GBESSIA",-13.61,9.56,"C"
2000,"Battles","Military Forces of Guinea (1984-2008)","Unidentified Armed Group (Liberia)","Guinea","Kindia","Forecariah",9.43,-13.09,618320,20000930,82.4,"CONAKRY/GBESSIA",-13.61,9.56,"C"
2000,"Battles","Military Forces of Guinea (1984-2008)","Unidentified Armed Group (Liberia)","Guinea","Kindia","Khorera",10.97,-14.3,618320,20000930,82.4,"CONAKRY/GBESSIA",-13.61,9.56,"C"
2000,"Violence against civilians","Civilians (Guinea)","Unidentified Armed Group (Liberia)","Guinea","Kindia","Forecariah",9.43,-13.09,618320,20000930,82.4,"CONAKRY/GBESSIA",-13.61,9.56,"C"
2000,"Violence against civilians","Civilians (Guinea)","Unidentified Armed Group (Liberia)","Guinea","Kindia","Khorera",10.97,-14.3,618320,20000930,82.4,"CONAKRY/GBESSIA",-13.61,9.56,"C"
2000,"Violence against civilians","Civilians (Refugees)","Unidentified Armed Group (Sierra Leone)","Guinea","Kindia","Farmoriah",9.27,-13.02,618320,20000930,82.4,"CONAKRY/GBESSIA",-13.61,9.56,"C"
2000,"Violence against civilians","Civilians (Guinea)","Unidentified Armed Group (Liberia)","Guinea","Kindia","Farmoriah",9.27,-13.02,618320,20000930,82.4,"CONAKRY/GBESSIA",-13.61,9.56,"C"
2001,"Riots","Protesters (Guinea)","","Guinea","Conakry","Conakry",9.5,-13.71,618320,20010720,82.4,"CONAKRY/GBESSIA",-13.61,9.56,"C"
2001,"Riots","Rioters (Guinea)","Police Forces of Guinea (1984-2008)","Guinea","Conakry","Conakry",9.5,-13.71,618320,20010724,82.4,"CONAKRY/GBESSIA",-13.61,9.56,"C"
2001,"Riots","Rioters (Guinea)","Police Forces of Guinea (1984-2008)","Guinea","Conakry","Conakry",9.5,-13.71,618320,20011107,82.4,"CONAKRY/GBESSIA",-13.61,9.56,"C"
2002,"Violence against civilians","Civilians (Guinea)","Unidentified Armed Group (Guinea)","Guinea","Kindia","Yimbaya",9.59,-13.6,618320,20020913,82.4,"CONAKRY/GBESSIA",-13.61,9.56,"C"
2003,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bomi County","Tubmanburg",6.86,-10.82,618560,20030218,82.4,"LUNGI",-13.19,8.61,"C"
2003,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030609,82.4,"LUNGI",-13.19,8.61,"C"
2003,"Battles","Military Forces of Liberia (1989-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030625,82.4,"LUNGI",-13.19,8.61,"C"
2003,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030625,82.4,"LUNGI",-13.19,8.61,"C"
2003,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030625,82.4,"LUNGI",-13.19,8.61,"C"
2003,"Battles","Military Forces of Liberia (1997-2003)","MODEL: Movement for Democracy in Liberia","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030625,82.4,"LUNGI",-13.19,8.61,"C"
2003,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030625,82.4,"LUNGI",-13.19,8.61,"C"
2003,"Violence against civilians","LURD: Liberians for Reconciliation and Democracy","Civilians (Liberia)","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030625,82.4,"LUNGI",-13.19,8.61,"C"
2003,"Violence against civilians","LURD: Liberians for Reconciliation and Democracy","Civilians (Liberia)","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030625,82.4,"LUNGI",-13.19,8.61,"C"
2003,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030627,82.4,"LUNGI",-13.19,8.61,"C"
2003,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030719,82.4,"LUNGI",-13.19,8.61,"C"
2003,"Battles","MODEL: Movement for Democracy in Liberia","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030720,82.4,"LUNGI",-13.19,8.61,"C"
2003,"Violence against civilians","LURD: Liberians for Reconciliation and Democracy","Civilians (Liberia)","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030720,82.4,"LUNGI",-13.19,8.61,"C"
2003,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030725,82.4,"LUNGI",-13.19,8.61,"C"
2003,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030725,82.4,"LUNGI",-13.19,8.61,"C"
2003,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030725,82.4,"LUNGI",-13.19,8.61,"C"
2003,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (2003-2005)","Liberia","Bong","Monrovia",6.67,-9.67,618490,20031001,82.4,"NZEREKORE",-8.3,7.75,"M"
2003,"Violence against civilians","MODEL: Movement for Democracy in Liberia","Civilians (Liberia)","Liberia","Grand Bassa","Topo",6.03,-9.89,618490,20031103,82.4,"NZEREKORE",-8.3,7.75,"M"
2003,"Violence against civilians","MODEL: Movement for Democracy in Liberia","Civilians (Liberia)","Liberia","River Cess County","Yapa",5.71,-9.61,618490,20031103,82.4,"NZEREKORE",-8.3,7.75,"M"
2004,"Riots","Military Forces of Liberia (1997-2003)","UNMIL: United Nations Mission in Liberia","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20040516,82.4,"NZEREKORE",-8.3,7.75,"M"
2004,"Violence against civilians","Military Forces of Liberia (1997-2003)","Civilians (Liberia)","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20040516,82.4,"NZEREKORE",-8.3,7.75,"M"
2004,"Violence against civilians","LURD: Liberians for Reconciliation and Democracy","Civilians (Liberia)","Liberia","Montserrado","Guthrie",6.31,-10.8,618490,20040810,82.4,"NZEREKORE",-8.3,7.75,"M"
2005,"Riots","Military Forces of Liberia (1997-2003)","","Liberia","Montserrado","Monrovia",6.3,-10.8,656600,20050614,82.4,"ROBERTS FIELD",-10.35,6.25,"C"
2005,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Liberia)","Liberia","Grand Bassa","Buchanan",5.88,-10.04,656600,20050614,82.4,"ROBERTS FIELD",-10.35,6.25,"C"
2005,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Liberia)","Liberia","Grand Bassa","Buchanan",5.88,-10.04,656600,20050614,82.4,"ROBERTS FIELD",-10.35,6.25,"C"
2005,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Liberia)","Liberia","Grand Bassa","Buchanan",5.88,-10.04,656600,20050614,82.4,"ROBERTS FIELD",-10.35,6.25,"C"
2005,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Liberia)","Liberia","Grand Bassa","Buchanan",5.88,-10.04,656600,20050614,82.4,"ROBERTS FIELD",-10.35,6.25,"C"
2005,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Liberia)","Liberia","Grand Bassa","Buchanan",5.88,-10.04,656600,20050614,82.4,"ROBERTS FIELD",-10.35,6.25,"C"
2005,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Liberia)","Liberia","Grand Bassa","Buchanan",5.88,-10.04,656600,20050614,82.4,"ROBERTS FIELD",-10.35,6.25,"C"
2005,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Liberia)","Liberia","Grand Bassa","Buchanan",5.88,-10.04,656600,20050614,82.4,"ROBERTS FIELD",-10.35,6.25,"C"
2005,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Liberia)","Liberia","Grand Bassa","Buchanan",5.88,-10.04,656600,20050614,82.4,"ROBERTS FIELD",-10.35,6.25,"C"
2005,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Liberia)","Liberia","Grand Bassa","Buchanan",5.88,-10.04,656600,20050614,82.4,"ROBERTS FIELD",-10.35,6.25,"C"
2005,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Liberia)","Liberia","Grand Bassa","Buchanan",5.88,-10.04,656600,20050614,82.4,"ROBERTS FIELD",-10.35,6.25,"C"
2005,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Liberia)","Liberia","Grand Bassa","Buchanan",5.88,-10.04,656600,20050614,82.4,"ROBERTS FIELD",-10.35,6.25,"C"
2005,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Liberia)","Liberia","Grand Bassa","Buchanan",5.88,-10.04,656600,20050614,82.4,"ROBERTS FIELD",-10.35,6.25,"C"
2005,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Liberia)","Liberia","Grand Bassa","Buchanan",5.88,-10.04,656600,20050614,82.4,"ROBERTS FIELD",-10.35,6.25,"C"
2005,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Liberia)","Liberia","Grand Bassa","Buchanan",5.88,-10.04,656600,20050614,82.4,"ROBERTS FIELD",-10.35,6.25,"C"
2007,"Battles","Military Forces of Guinea (1984-2008)","Mutiny of Military Forces of Guinea (1984-2008)","Guinea","Conakry","Conakry",9.5,-13.71,618320,20070503,82.4,"CONAKRY/GBESSIA",-13.61,9.56,"C"
2008,"Battles","Military Forces of Guinea (1984-2008)","Mutiny of Military Forces of Guinea (1984-2008)","Guinea","Conakry","Conakry",9.5,-13.71,618320,20080526,82.4,"CONAKRY/GBESSIA",-13.61,9.56,"C"
2008,"Battles","UNMIL: United Nations Mission in Liberia","Police Forces of Liberia (2005-)","Liberia","Montserrado","Monrovia",6.3,-10.8,656600,20080907,82.4,"ROBERTS FIELD",-10.35,6.25,"C"
2010,"Riots","Protesters","","Liberia","Montserrado","Monrovia",6.3,-10.8,656600,20100330,82.4,"ROBERTS FIELD",-10.35,6.25,"C"
2000,"Battles","Unidentified Armed Group (Liberia)","Military Forces of Guinea (1984-2008)","Guinea","Nzerekore","Macenta",8.55,-9.47,618490,20000913,82.59,"NZEREKORE",-8.3,7.75,"M"
2000,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20000913,82.59,"NZEREKORE",-8.3,7.75,"M"
2000,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20000913,82.59,"NZEREKORE",-8.3,7.75,"M"
2000,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20000913,82.59,"NZEREKORE",-8.3,7.75,"M"
2000,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20000913,82.59,"NZEREKORE",-8.3,7.75,"M"
2000,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20000913,82.59,"NZEREKORE",-8.3,7.75,"M"
2000,"Violence against civilians","Civilians (Liberia)","Military Forces of Liberia (1997-2003)","Liberia","Bong","Gbatala",6.88,-9.67,618490,20000913,82.59,"NZEREKORE",-8.3,7.75,"M"
2000,"Violence against civilians","Civilians (Liberia)","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Lofa County",7.91,-10,618490,20000913,82.59,"NZEREKORE",-8.3,7.75,"M"
2000,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Guinea)","Guinea","Nzerekore","Macenta",8.55,-9.47,618490,20000913,82.59,"NZEREKORE",-8.3,7.75,"M"
2000,"Violence against civilians","Civilians (Liberia)","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20000913,82.59,"NZEREKORE",-8.3,7.75,"M"
2000,"Battles","RUF: Revolutionary United Front of Sierra Leone","Military Forces of Guinea (1984-2008)","Guinea","Kindia","Konta",10.85,-14.42,618160,20000913,82.8,"BOKE",-14.31,10.93,"C"
2000,"Battles","RUF: Revolutionary United Front of Sierra Leone","Military Forces of Guinea (1984-2008)","Guinea","Kindia","Konta",10.85,-14.42,618160,20000913,82.8,"BOKE",-14.31,10.93,"C"
2001,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Voinjama",8.42,-9.74,618490,20010417,82.8,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20010417,82.8,"NZEREKORE",-8.3,7.75,"M"
2001,"Violence against civilians","LURD: Liberians for Reconciliation and Democracy","Civilians (Liberia)","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20010417,82.8,"NZEREKORE",-8.3,7.75,"M"
2001,"Violence against civilians","LURD: Liberians for Reconciliation and Democracy","Civilians (Liberia)","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20010417,82.8,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Foya",8.27,-10.31,618180,20021115,82.9,"KINDIA",-12.86,10.05,"C"
